productId,name,category,subcategory,brand,price,discountPrice,costPrice,stock,sku,status,deliveryAvailable,description,images
PRD-XIA-REDMINOTE13PRO,"Xiaomi Redmi Note 13 Pro+ 5G (256GB, Fusion Purple)",Smartphones,Android Smartphones,Xiaomi,33999,29999,24000,40,XIA-RN13P-256-PUR,Active,true,"200MP OIS camera, 3D Curved 1.5K AMOLED display, IP68 water & dust resistance, 120W HyperCharge.","[""/uploads/products/xiaomi-redmi-note-13-pro-plus-256gb/1.jpg"",""/uploads/products/xiaomi-redmi-note-13-pro-plus-256gb/2.jpg"",""/uploads/products/xiaomi-redmi-note-13-pro-plus-256gb/3.jpg""]"
PRD-GOO-PIXEL8A-128,"Google Pixel 8a (128GB, Aloe)",Smartphones,Android Smartphones,Google,52999,47999,38000,22,GOO-PIX8A-128-ALO,Active,true,"Google Tensor G3, AI-powered camera with Best Take and Audio Magic Eraser, IP67 durable design.","[""/uploads/products/google-pixel-8a-128gb-aloe/1.jpg"",""/uploads/products/google-pixel-8a-128gb-aloe/2.jpg"",""/uploads/products/google-pixel-8a-128gb-aloe/3.jpg""]"
PRD-MOT-EDGE50PRO-256,"Motorola Edge 50 Pro 5G (256GB, Luxe Lavender)",Smartphones,Android Smartphones,Motorola,36999,31999,25000,28,MOT-EDG50P-256-LAV,Active,true,"World-first Pantone Validated Display and Camera, 50MP AI camera with telephoto, 125W TurboPower + 50W wireless.","[""/uploads/products/motorola-edge-50-pro-256gb/1.jpg"",""/uploads/products/motorola-edge-50-pro-256gb/2.jpg"",""/uploads/products/motorola-edge-50-pro-256gb/3.jpg""]"
PRD-NOT-PHONE2A-128,"Nothing Phone (2a) (128GB, White)",Smartphones,Android Smartphones,Nothing,25999,23999,19000,35,NOT-PH2A-128-WHT,Active,true,"Dimensity 7200 Pro processor, unique Glyph Interface, dual 50MP camera, 120Hz flexible AMOLED display.","[""/uploads/products/nothing-phone-2a-128gb-white/1.jpg"",""/uploads/products/nothing-phone-2a-128gb-white/2.jpg"",""/uploads/products/nothing-phone-2a-128gb-white/3.jpg""]"
PRD-SAM-A55-256,"Samsung Galaxy A55 5G (256GB, Awesome Iceblue)",Smartphones,Android Smartphones,Samsung,45999,42999,34000,24,SAM-A55-256-BLU,Active,true,"Metal frame design with Key Island, Nightography camera, Knox Vault security, IP67 dust & water resistance.","[""/uploads/products/samsung-galaxy-a55-256gb/1.jpg"",""/uploads/products/samsung-galaxy-a55-256gb/2.jpg"",""/uploads/products/samsung-galaxy-a55-256gb/3.jpg""]"
PRD-APP-MACBOOKAIRM3-8,"Apple MacBook Air 13"" (M3, 8GB RAM, 256GB SSD) - Midnight",Laptops,Thin & Light Laptops,Apple,114900,104900,88000,16,APP-MBA-M3-256-MID,Active,true,"Supercharged by M3 chip with up to 18 hours of battery life. Liquid Retina display, 1080p FaceTime HD camera, MagSafe 3 charging.","[""/uploads/products/apple-macbook-air-13-m3-midnight/1.jpg"",""/uploads/products/apple-macbook-air-13-m3-midnight/2.jpg"",""/uploads/products/apple-macbook-air-13-m3-midnight/3.jpg""]"
PRD-APP-MACBOOKPROM3-16,"Apple MacBook Pro 14"" (M3 Pro, 18GB RAM, 512GB SSD) - Space Black",Laptops,Professional Laptops,Apple,199900,184900,155000,10,APP-MBP-M3P-512-BLK,Active,true,"M3 Pro chip delivers extreme performance for demanding workflows. Liquid Retina XDR display, HDMI, SDXC card slot, MagSafe 3.","[""/uploads/products/apple-macbook-pro-14-m3-pro-space-black/1.jpg"",""/uploads/products/apple-macbook-pro-14-m3-pro-space-black/2.jpg"",""/uploads/products/apple-macbook-pro-14-m3-pro-space-black/3.jpg""]"
PRD-DEL-XPS13-16,"Dell XPS 13 Laptop (Intel Core Ultra 7, 16GB, 512GB SSD) - Platinum",Laptops,Ultrabooks,Dell,149990,139990,115000,12,DEL-XPS13-U7-512,Active,true,"Iconic CNC machined aluminum design, FHD+ InfinityEdge display, capacitive touch function row, seamless glass touchpad.","[""/uploads/products/dell-xps-13-intel-core-ultra-7/1.jpg"",""/uploads/products/dell-xps-13-intel-core-ultra-7/2.jpg"",""/uploads/products/dell-xps-13-intel-core-ultra-7/3.jpg""]"
PRD-HP-SPECTRE14,"HP Spectre x360 14 2-in-1 Laptop (Intel Core Ultra 7, 16GB, 1TB SSD)",Laptops,2-in-1 Touch Laptops,HP,169999,154999,128000,8,HP-SPC360-14-1TB,Active,true,"2.8K OLED touch display with 120Hz VRR, 9MP AI camera with night mode, Poly Studio audio, rechargeable tilt pen included.","[""/uploads/products/hp-spectre-x360-14-2in1-laptop/1.jpg"",""/uploads/products/hp-spectre-x360-14-2in1-laptop/2.jpg"",""/uploads/products/hp-spectre-x360-14-2in1-laptop/3.jpg""]"
PRD-LEN-THINKPADX1,"Lenovo ThinkPad X1 Carbon Gen 12 (Intel Core Ultra 7, 32GB, 1TB SSD)",Laptops,Business Laptops,Lenovo,210000,189990,160000,9,LEN-TPX1C-G12-1TB,Active,true,"Ultralight carbon fiber chassis, MIL-STD 810H durability, TrackPoint pointing stick, Communications Bar with 8MP camera.","[""/uploads/products/lenovo-thinkpad-x1-carbon-gen-12/1.jpg"",""/uploads/products/lenovo-thinkpad-x1-carbon-gen-12/2.jpg"",""/uploads/products/lenovo-thinkpad-x1-carbon-gen-12/3.jpg""]"
PRD-ASU-ROGZEPHYRUSG14,"ASUS ROG Zephyrus G14 Gaming Laptop (Ryzen 9, RTX 4060, 16GB, 1TB SSD)",Laptops,Gaming Laptops,ASUS,174990,159990,132000,11,ASU-G14-R9-4060,Active,true,"3K 120Hz ROG Nebula OLED display, CNC aluminum chassis, AniMe Matrix lighting array, Vapor Chamber cooling.","[""/uploads/products/asus-rog-zephyrus-g14-gaming-laptop/1.jpg"",""/uploads/products/asus-rog-zephyrus-g14-gaming-laptop/2.jpg"",""/uploads/products/asus-rog-zephyrus-g14-gaming-laptop/3.jpg""]"
PRD-ACE-PREDATORHELIOS16,"Acer Predator Helios 16 (Intel i9 14th Gen, RTX 4080, 32GB, 1TB SSD)",Laptops,Gaming Laptops,Acer,249999,229999,190000,7,ACE-PH16-I9-4080,Active,true,"WQXGA 240Hz Mini-LED display, 5th Gen AeroBlade 3D fans, liquid metal thermal grease, per-key RGB mechanical keyboard.","[""/uploads/products/acer-predator-helios-16-i9-rtx4080/1.jpg"",""/uploads/products/acer-predator-helios-16-i9-rtx4080/2.jpg"",""/uploads/products/acer-predator-helios-16-i9-rtx4080/3.jpg""]"
PRD-DEL-ALIENWAREM16,"Dell Alienware m16 R2 Gaming Laptop (Intel Core Ultra 7, RTX 4070, 16GB)",Laptops,Gaming Laptops,Dell,215000,199990,165000,6,DEL-ALM16-U7-4070,Active,true,"QHD+ 240Hz display, Cryo-tech cooling with Element 31 thermal interface, AlienFX per-key RGB lighting.","[""/uploads/products/dell-alienware-m16-r2-gaming-laptop/1.jpg"",""/uploads/products/dell-alienware-m16-r2-gaming-laptop/2.jpg"",""/uploads/products/dell-alienware-m16-r2-gaming-laptop/3.jpg""]"
PRD-HP-PAVILIONPLUS14,"HP Pavilion Plus 14 (Intel Core i5 13th Gen, 16GB, 512GB SSD) - Silver",Laptops,Mainstream Laptops,HP,76999,67999,56000,25,HP-PAV14-I5-512,Active,true,"2.2K IPS micro-edge display, 5MP IR camera with shutter, B&O dual speakers, full metal body design.","[""/uploads/products/hp-pavilion-plus-14-intel-i5/1.jpg"",""/uploads/products/hp-pavilion-plus-14-intel-i5/2.jpg"",""/uploads/products/hp-pavilion-plus-14-intel-i5/3.jpg""]"
PRD-LEN-IDEAPADSLIM5,"Lenovo IdeaPad Slim 5 (Ryzen 7 7730U, 16GB, 512GB SSD) - Cloud Grey",Laptops,Thin & Light Laptops,Lenovo,69990,62990,51000,20,LEN-IPS5-R7-512,Active,true,"16"" WUXGA IPS display, full metal aluminum top cover, FHD IR camera with privacy shutter, Smart Power battery optimization.","[""/uploads/products/lenovo-ideapad-slim-5-ryzen-7/1.jpg"",""/uploads/products/lenovo-ideapad-slim-5-ryzen-7/2.jpg"",""/uploads/products/lenovo-ideapad-slim-5-ryzen-7/3.jpg""]"
PRD-ASU-VIVOBOOKS15,"ASUS Vivobook S 15 OLED (Snapdragon X Elite, 16GB, 1TB SSD)",Laptops,Copilot+ PC Laptops,ASUS,124990,114990,94000,14,ASU-VBS15-SNX-1TB,Active,true,"3K 120Hz ASUS Lumina OLED display, Qualcomm Hexagon NPU for Copilot+ AI features, 18+ hours battery, RGB backlit keyboard.","[""/uploads/products/asus-vivobook-s15-oled-snapdragon-x-elite/1.jpg"",""/uploads/products/asus-vivobook-s15-oled-snapdragon-x-elite/2.jpg"",""/uploads/products/asus-vivobook-s15-oled-snapdragon-x-elite/3.jpg""]"
PRD-ACE-SWIFTGO14,"Acer Swift Go 14 OLED (Intel Core Ultra 5, 16GB, 512GB SSD)",Laptops,Thin & Light Laptops,Acer,79999,69999,57000,18,ACE-SWG14-U5-512,Active,true,"2.8K 90Hz OLED display, 1440p QHD webcam with Acer PurifiedVoice AI noise reduction, Intel Arc graphics.","[""/uploads/products/acer-swift-go-14-oled-intel-core-ultra-5/1.jpg"",""/uploads/products/acer-swift-go-14-oled-intel-core-ultra-5/2.jpg"",""/uploads/products/acer-swift-go-14-oled-intel-core-ultra-5/3.jpg""]"
PRD-APP-IMAC24M3,"Apple iMac 24"" (M3, 8-core CPU, 8-core GPU, 8GB, 256GB SSD) - Blue",Laptops,Desktop All-In-One,Apple,134900,124900,102000,8,APP-IMAC24-M3-BLU,Active,true,"Striking 11.5mm thin design, 4.5K Retina display, 1080p FaceTime HD camera, studio-quality mics, 6-speaker sound system.","[""/uploads/products/apple-imac-24-m3-blue/1.jpg"",""/uploads/products/apple-imac-24-m3-blue/2.jpg"",""/uploads/products/apple-imac-24-m3-blue/3.jpg""]"
PRD-APP-MACMINIM2PRO,"Apple Mac Mini (M2 Pro, 16GB RAM, 512GB SSD)",Laptops,Mini Desktop,Apple,129900,119900,98000,12,APP-MACMINI-M2P-512,Active,true,"M2 Pro chip powers intensive tasks like editing 8K video. 4 Thunderbolt 4 ports, HDMI port supporting 8K display output.","[""/uploads/products/apple-mac-mini-m2-pro-512gb/1.jpg"",""/uploads/products/apple-mac-mini-m2-pro-512gb/2.jpg"",""/uploads/products/apple-mac-mini-m2-pro-512gb/3.jpg""]"
PRD-ASU-TUFGAMINGF15,"ASUS TUF Gaming F15 (Intel Core i5 11th Gen, RTX 2050, 16GB, 512GB SSD)",Laptops,Gaming Laptops,ASUS,62990,52990,43000,22,ASU-TUF15-I5-2050,Active,true,"144Hz vIPS display, military-grade MIL-STD-810H toughness, self-cleaning dual fan cooling, DTS:X Ultra audio.","[""/uploads/products/asus-tuf-gaming-f15-rtx-2050/1.jpg"",""/uploads/products/asus-tuf-gaming-f15-rtx-2050/2.jpg"",""/uploads/products/asus-tuf-gaming-f15-rtx-2050/3.jpg""]"
PRD-SON-WH1000XM5,Sony WH-1000XM5 Wireless Industry Leading Noise Canceling Headphones - Black,Audio,Over-Ear Headphones,Sony,34990,29990,23500,20,SON-XM5-BLK,Active,true,Two processors and 8 microphones for unparalleled noise canceling. 30-hour battery life with quick charging (3 min for 3 hours).,"[""/uploads/products/sony-wh-1000xm5-headphones-black/1.jpg"",""/uploads/products/sony-wh-1000xm5-headphones-black/2.jpg"",""/uploads/products/sony-wh-1000xm5-headphones-black/3.jpg""]"
PRD-BOS-QCULTRA-HEADPHONES,Bose QuietComfort Ultra Wireless Noise Cancelling Headphones - Black,Audio,Over-Ear Headphones,Bose,35900,32900,26000,15,BOS-QCU-BLK,Active,true,"Breakthrough Bose Immersive Audio, custom-tailored sound with CustomTune technology, Quiet, Aware, and Immersion modes.","[""/uploads/products/bose-quietcomfort-ultra-headphones-black/1.jpg"",""/uploads/products/bose-quietcomfort-ultra-headphones-black/2.jpg"",""/uploads/products/bose-quietcomfort-ultra-headphones-black/3.jpg""]"
PRD-APP-AIRPODSPRO2,Apple AirPods Pro (2nd Generation) with MagSafe Case (USB-C),Audio,True Wireless Earbuds,Apple,24900,21900,17500,30,APP-APP2-USBC,Active,true,"Up to 2x more Active Noise Cancellation, Transparency mode, Adaptive Audio, Personalized Spatial Audio with dynamic head tracking.","[""/uploads/products/apple-airpods-pro-2-usbc/1.jpg"",""/uploads/products/apple-airpods-pro-2-usbc/2.jpg"",""/uploads/products/apple-airpods-pro-2-usbc/3.jpg""]"
PRD-JBL-FLIP6-BLK,JBL Flip 6 Portable Waterproof Bluetooth Speaker - Black,Audio,Bluetooth Speakers,JBL,13999,9999,7500,25,JBL-FLIP6-BLK,Active,true,"2-way speaker system delivers loud, crystal clear, powerful sound. IP67 waterproof and dustproof, 12 hours of playtime.","[""/uploads/products/jbl-flip-6-bluetooth-speaker-black/1.jpg"",""/uploads/products/jbl-flip-6-bluetooth-speaker-black/2.jpg"",""/uploads/products/jbl-flip-6-bluetooth-speaker-black/3.jpg""]"
PRD-SEN-MOMENTUM4,Sennheiser Momentum 4 Wireless Headphones - Black/Copper,Audio,Over-Ear Headphones,Sennheiser,34990,26990,21000,12,SEN-M4-COPPER,Active,true,"Audiophile-inspired 42mm transducer system. Exceptional 60-hour battery life, Adaptive Noise Cancellation and Transparency mode.","[""/uploads/products/sennheiser-momentum-4-headphones/1.jpg"",""/uploads/products/sennheiser-momentum-4-headphones/2.jpg"",""/uploads/products/sennheiser-momentum-4-headphones/3.jpg""]"
PRD-ANK-SOUNDCOREMOTIONPLUS,Anker Soundcore Motion+ Bluetooth Speaker (30W Hi-Res Audio),Audio,Bluetooth Speakers,Anker,9999,6999,5200,22,ANK-SC-MOTIONP,Active,true,"Hi-Res Audio with Qualcomm aptX, ultra-wide frequency range (50Hz to 40kHz), BassUp technology, IPX7 waterproof.","[""/uploads/products/anker-soundcore-motion-plus-speaker/1.jpg"",""/uploads/products/anker-soundcore-motion-plus-speaker/2.jpg"",""/uploads/products/anker-soundcore-motion-plus-speaker/3.jpg""]"
PRD-SON-WF1000XM5,Sony WF-1000XM5 Truly Wireless Noise Canceling Earbuds - Black,Audio,True Wireless Earbuds,Sony,24990,20990,16500,18,SON-WFXM5-BLK,Active,true,The best noise canceling technology with Integrated Processor V2 and HD Noise Canceling Processor QN2e. 8h battery + 16h case.,"[""/uploads/products/sony-wf-1000xm5-earbuds-black/1.jpg"",""/uploads/products/sony-wf-1000xm5-earbuds-black/2.jpg"",""/uploads/products/sony-wf-1000xm5-earbuds-black/3.jpg""]"
PRD-BOS-SOUNDLINKFLEX,Bose SoundLink Flex Bluetooth Speaker - Black,Audio,Bluetooth Speakers,Bose,15900,13900,10800,16,BOS-SLF-BLK,Active,true,PositionIQ technology automatically optimizes sound for any orientation. IP67 waterproof and dustproof (it floats!).,"[""/uploads/products/bose-soundlink-flex-speaker-black/1.jpg"",""/uploads/products/bose-soundlink-flex-speaker-black/2.jpg"",""/uploads/products/bose-soundlink-flex-speaker-black/3.jpg""]"
PRD-JBL-CHARGE5,JBL Charge 5 Portable Wi-Fi & Bluetooth Speaker - Black,Audio,Bluetooth Speakers,JBL,18999,14999,11500,20,JBL-CHG5-BLK,Active,true,"JBL Original Pro Sound with long excursion driver, separate tweeter, dual bass radiators. Built-in powerbank charges your devices.","[""/uploads/products/jbl-charge-5-bluetooth-speaker/1.jpg"",""/uploads/products/jbl-charge-5-bluetooth-speaker/2.jpg"",""/uploads/products/jbl-charge-5-bluetooth-speaker/3.jpg""]"
PRD-APP-AIRPODSMAX,Apple AirPods Max - Space Gray,Audio,Over-Ear Headphones,Apple,59900,53900,44000,9,APP-APM-GRY,Active,true,Apple-designed dynamic driver provides high-fidelity audio. Computational audio combines custom acoustic design with H1 chips.,"[""/uploads/products/apple-airpods-max-space-gray/1.jpg"",""/uploads/products/apple-airpods-max-space-gray/2.jpg"",""/uploads/products/apple-airpods-max-space-gray/3.jpg""]"
PRD-SAM-BUDS3PRO,Samsung Galaxy Buds3 Pro - Silver,Audio,True Wireless Earbuds,Samsung,19999,17999,14000,14,SAM-BD3P-SLV,Active,true,"Iconic blade design with Blade Lights, 24-bit Hi-Fi audio, dual amplifiers and dual woofer/tweeter drivers, Galaxy AI interpreter mode.","[""/uploads/products/samsung-galaxy-buds3-pro-silver/1.jpg"",""/uploads/products/samsung-galaxy-buds3-pro-silver/2.jpg"",""/uploads/products/samsung-galaxy-buds3-pro-silver/3.jpg""]"
PRD-ONE-BUDSPRO3,OnePlus Buds Pro 3 - Midnight Shadow,Audio,True Wireless Earbuds,OnePlus,13999,11999,9200,22,ONE-BP3-MID,Active,true,"Co-created with Dynaudio, dual drivers (11mm woofer + 6mm tweeter), 50dB Smart Adaptive Noise Cancellation, 43 hours battery.","[""/uploads/products/oneplus-buds-pro-3-midnight-shadow/1.jpg"",""/uploads/products/oneplus-buds-pro-3-midnight-shadow/2.jpg"",""/uploads/products/oneplus-buds-pro-3-midnight-shadow/3.jpg""]"
PRD-SON-WHCH720N,Sony WH-CH720N Wireless Noise Canceling Headphones - Blue,Audio,Over-Ear Headphones,Sony,14990,9990,7600,28,SON-CH720-BLU,Active,true,"Lightweight ergonomic design (192g), Integrated Processor V1 for noise cancellation, 35-hour battery life with fast charge.","[""/uploads/products/sony-wh-ch720n-headphones-blue/1.jpg"",""/uploads/products/sony-wh-ch720n-headphones-blue/2.jpg"",""/uploads/products/sony-wh-ch720n-headphones-blue/3.jpg""]"
PRD-JBL-PARTYBOX110,"JBL PartyBox 110 Portable Party Speaker (160W, Dynamic Light Show)",Audio,Party Speakers,JBL,35999,27999,22000,7,JBL-PB110-160W,Active,true,"160 Watts of powerful JBL Original Pro Sound, dynamic LED light show synced to the beat, mic & guitar inputs, IPX4 splashproof.","[""/uploads/products/jbl-partybox-110-speaker/1.jpg"",""/uploads/products/jbl-partybox-110-speaker/2.jpg"",""/uploads/products/jbl-partybox-110-speaker/3.jpg""]"
PRD-NOT-EAR-WHT,Nothing Ear Wireless Earbuds - White,Audio,True Wireless Earbuds,Nothing,14999,11999,9000,20,NOT-EAR-WHT,Active,true,"Custom 11mm ceramic driver for crisp highs and deep bass, 45dB Smart Active Noise Cancellation, Advanced EQ with sound profile sharing.","[""/uploads/products/nothing-ear-earbuds-white/1.jpg"",""/uploads/products/nothing-ear-earbuds-white/2.jpg"",""/uploads/products/nothing-ear-earbuds-white/3.jpg""]"
PRD-APP-WATCHULTRA2,"Apple Watch Ultra 2 (GPS + Cellular, 49mm Titanium Case)",Smartwatches,Rugged Smartwatches,Apple,89900,84900,71000,12,APP-AWU2-49-TIT,Active,true,"S9 SiP with Double Tap gesture, 3000 nits brightest display, precision dual-frequency GPS, 36 hours battery life (72h low power).","[""/uploads/products/apple-watch-ultra-2-49mm/1.jpg"",""/uploads/products/apple-watch-ultra-2-49mm/2.jpg"",""/uploads/products/apple-watch-ultra-2-49mm/3.jpg""]"
PRD-SAM-WATCH6CLASSIC,"Samsung Galaxy Watch6 Classic (47mm LTE, Black)",Smartwatches,Lifestyle Smartwatches,Samsung,43999,36999,29000,15,SAM-GW6C-47-BLK,Active,true,"Iconic rotating bezel design, 30% larger Sapphire Crystal display, advanced sleep coaching, ECG & blood pressure monitoring.","[""/uploads/products/samsung-galaxy-watch6-classic-47mm/1.jpg"",""/uploads/products/samsung-galaxy-watch6-classic-47mm/2.jpg"",""/uploads/products/samsung-galaxy-watch6-classic-47mm/3.jpg""]"
PRD-GARMIN-FORERUNNER265,Garmin Forerunner 265 GPS Running Smartwatch - Black,Smartwatches,Sports & Fitness Watches,Garmin,50490,46990,38000,10,GAR-FR265-BLK,Active,true,"Vibrant AMOLED touchscreen display, training readiness insights, multi-band GPS precision, up to 13 days of battery life.","[""/uploads/products/garmin-forerunner-265-black/1.jpg"",""/uploads/products/garmin-forerunner-265-black/2.jpg"",""/uploads/products/garmin-forerunner-265-black/3.jpg""]"
PRD-APP-WATCHSERIES9,Apple Watch Series 9 (GPS 45mm Midnight Aluminum Case),Smartwatches,Lifestyle Smartwatches,Apple,44900,39900,32500,20,APP-AWS9-45-MID,Active,true,"S9 SiP powers 2000 nits display, Double Tap gesture, faster on-device Siri, Precision Finding for iPhone.","[""/uploads/products/apple-watch-series-9-45mm/1.jpg"",""/uploads/products/apple-watch-series-9-45mm/2.jpg"",""/uploads/products/apple-watch-series-9-45mm/3.jpg""]"
PRD-FOS-GEN6TOUCHSCREEN,Fossil Gen 6 Touchscreen Smartwatch with Brown Leather Strap,Smartwatches,Fashion Smartwatches,Fossil,23995,17995,13500,14,FOS-G6-LEA-BRN,Active,true,"Snapdragon Wear 4100+ platform, fast charging (80% in 30 mins), SpO2 sensor, Wear OS by Google.","[""/uploads/products/fossil-gen-6-smartwatch-leather/1.jpg"",""/uploads/products/fossil-gen-6-smartwatch-leather/2.jpg"",""/uploads/products/fossil-gen-6-smartwatch-leather/3.jpg""]"
PRD-TIT-CRESTPREMIUM,Titan Crest Premium Mesh Strap Smartwatch - Black,Smartwatches,Fashion Smartwatches,Titan,11995,7995,5800,25,TIT-CRST-MSH-BLK,Active,true,"1.43"" AMOLED Display (466x466), Premium Stainless Steel Mesh strap, Single Sync BT Calling, 100+ Sports modes.","[""/uploads/products/titan-crest-smartwatch-mesh-black/1.jpg"",""/uploads/products/titan-crest-smartwatch-mesh-black/2.jpg"",""/uploads/products/titan-crest-smartwatch-mesh-black/3.jpg""]"
PRD-SAM-WATCHFIT3,Samsung Galaxy Fit3 Fitness Tracker - Pink Gold,Smartwatches,Fitness Bands,Samsung,4999,4499,3400,30,SAM-FIT3-PNK,Active,true,"1.6"" large AMOLED display, 13-day long battery life, 100+ workout tracking, fall detection and SOS alerts.","[""/uploads/products/samsung-galaxy-fit3-pink-gold/1.jpg"",""/uploads/products/samsung-galaxy-fit3-pink-gold/2.jpg"",""/uploads/products/samsung-galaxy-fit3-pink-gold/3.jpg""]"
PRD-GAR-VENU3S,Garmin Venu 3S Fitness Smartwatch - Soft Gold with Dust Rose Strap,Smartwatches,Sports & Fitness Watches,Garmin,50990,45990,37000,8,GAR-VENU3S-GLD,Active,true,"Body Battery energy monitoring, Sleep Coach with HRV status, built-in speaker and mic for phone calls.","[""/uploads/products/garmin-venu-3s-soft-gold/1.jpg"",""/uploads/products/garmin-venu-3s-soft-gold/2.jpg"",""/uploads/products/garmin-venu-3s-soft-gold/3.jpg""]"
